Title,channel_title,published_at,category_id,view_count,like_count,comment_count,favorite_count,duration,definition,caption,engagement_rate,likes_to_views_ratio,comments_to_views_ratio,duration_seconds,video_age_days
일주일만에 뱃살 빼기🔥30분 서서하는 복근 운동 - 스쿼트X 런지X 점핑X,MIZI,2022-12-14 08:00:31+00:00,26,23368292,326623,4219,0,PT30M58S,hd,FALSE,0.01415773073,0.01397718695,0.0001805437821,1858,1070
30 Minute Morning Exercise Routine - Do This Every Day,Roberta's Gym,2020-04-01 12:37:53+00:00,17,22706041,225178,4498,0,PT31M10S,hd,FALSE,0.01011519313,0.009917096075,0.0001980970528,1870,2056
exercise | exercise to lose weight fast at home | weight loss exercises at home,Master Arjun Yoga,2021-09-02 11:43:12+00:00,27,30534587,594369,2960,0,PT7S,hd,FALSE,0.019562373,0.01946543376,9.69E-05,7,1537
10 Minute Abs Workout - Fitness Blender Abs and Obliques Routine,FitnessBlender,2013-03-01 15:12:56+00:00,26,21867945,119337,77,0,PT10M31S,hd,FALSE,0.005460686614,0.005457165479,3.52E-06,631,4644
FAT LOSE करे HOME 🏡 workout 👈 #youtubeshorts #shortvideo #fitness #workout,Javed fitness and 786,2024-12-27 02:30:36+00:00,24,21436665,505154,1617,0,PT41S,hd,FALSE,0.02364038326,0.02356495175,7.54E-05,41,326
Brutal HIIT Ladder Workout - 20 Minute HIIT Workout at Home,FitnessBlender,2012-10-24 14:20:11+00:00,26,21202488,165337,482,0,PT20M45S,hd,FALSE,0.007820732745,0.007797999565,2.27E-05,1245,4772
20 Min Full Body Workout Routine for Beginners (Follow Along) | No Gym,Fit Tuber,2020-09-18 13:30:00+00:00,26,20357344,493213,16339,0,PT20M25S,hd,FALSE,0.02503037601,0.02422776644,0.0008026095741,1225,1886
Do This Every Morning 20 min (low impact) full-body workout,growwithjo,2021-07-03 15:00:11+00:00,22,20177698,401502,13868,0,PT22M19S,hd,FALSE,0.02058559799,0.01989830456,0.0006872934322,1339,1598
Standing Abs exercises to Flat Stomach,WORKOUT NATION,2022-12-20 08:25:09+00:00,17,36442760,389266,886,0,PT8S,hd,FALSE,0.01070588477,0.01068157267,2.43E-05,8,1064
Watch Vaishnodevi Trip Vlog on @Neelam_kukreja 😍 #priyalkukreja #shorts,Priyal Kukreja,2024-06-20 10:30:30+00:00,22,265040795,4466137,2463,0,PT37S,hd,FALSE,0.01686004595,0.01685075304,9.29E-06,37,515
Bungee 🥱Jumping With Rope In Beautiful Place Adventures #bungeejumping  #shorts #vlog,ADVEN,2022-10-09 06:01:40+00:00,24,210574394,3789870,6280,0,PT9S,hd,FALSE,0.01802759543,0.01799777224,2.98E-05,9,1136
Watch Vaishnodevi Trip Vlog on @Neelam_kukreja 🤩 #priyalkukreja #shorts,Priyal Kukreja,2024-06-22 10:30:01+00:00,22,132319473,2817202,2504,0,PT48S,hd,FALSE,0.0213098338,0.02129090991,1.89E-05,48,513
ट्रैन में मिला कमरा | Luxury Train Experience in India | First-Class Coupe Tour | Mini Vlog 2025,Explore With Priya,2025-01-14 13:01:00+00:00,22,123195668,1953611,798,0,PT43S,hd,FALSE,0.01586426711,0.01585778961,6.48E-06,43,307
#146 Dinner and Breakfast in Rajdhani Express,therainbowgirl,2023-07-08 13:30:17+00:00,24,86027102,2661752,2782,0,PT51S,hd,FALSE,0.03097319225,0.03094085361,3.23E-05,51,863
Watch Vaishnodevi Trip Vlog on ​⁠@Neelam_kukreja 🤩 #priyalkukreja #shorts,Priyal Kukreja,2024-06-25 08:30:15+00:00,22,86295355,1508485,1754,0,PT49S,hd,FALSE,0.0175008143,0.01748048875,2.03E-05,49,511
Watch Vaishnodevi Trip Vlog on @Neelam_kukreja 🤩 #priyalkukreja #shorts,Priyal Kukreja,2024-06-23 10:30:17+00:00,22,80123846,1752190,1882,0,PT43S,hd,FALSE,0.02189200925,0.02186852062,2.35E-05,43,512
Bike Ne Aukaat Dikha Di 💀💀 #shorts #minivlog #ashortaday #vlog #tranding #travel #barish #dailyvlog,Sirf Shreyansh,2024-08-29 12:50:00+00:00,22,102084766,0,1041,0,PT58S,hd,FALSE,1.02E-05,0,1.02E-05,58,445
FIRST CLASS train FOOD in India #hindi #train,Priya and Sid,2024-09-09 12:18:46+00:00,26,85923024,3102672,5370,0,PT1M,hd,FALSE,0.03617239966,0.03610990186,6.25E-05,60,434
SURPRISED Foreigners Order Lime & Soda in KERALA (Travel video) #Shorts #TravelShorts #indiafood,Those Happy Days,2023-02-08 11:04:26+00:00,19,64067697,2616215,15526,0,PT32S,hd,FALSE,0.04107750211,0.0408351647,0.00024233741,32,1013
#160 Atlast TRAIN arrives | Kerala Express,therainbowgirl,2023-07-22 13:30:25+00:00,24,55206659,1521641,1456,0,PT46S,hd,FALSE,0.02758900828,0.02756263465,2.64E-05,46,849
Watch Vaishnodevi Trip Vlog on @Neelam_kukreja  😍 #priyalkukreja #shorts,Priyal Kukreja,2024-06-19 08:30:15+00:00,22,50313620,838345,1137,0,PT43S,hd,FALSE,0.01668498477,0.01666238651,2.26E-05,43,517
Sisters Ep-26 | Gone Wrong!! Sister का Travel Vlog 😂| Badi Behen - Choti Behen #shorts ShortsBreak,Shorts Break,2022-12-24 03:30:04+00:00,23,42423507,2156747,2695,0,PT56S,hd,FALSE,0.05090201404,0.05083848794,6.35E-05,56,1060
What Breakfast is Eaten in America? ❤️ (Hotel Food Travel Vlogs),USA RAJA Telugu vlogs,2023-05-25 12:30:54+00:00,22,27922159,463189,687,0,PT21S,hd,FALSE,0.01661318465,0.01658858054,2.46E-05,21,907
Chalti Train Me Pizza😂😂 #shortvideo #minivlog #shorts #pizza #travelvlog,Traveler Ram,2023-03-30 14:22:15+00:00,22,26446511,1407821,1110,0,PT55S,hd,FALSE,0.05327473808,0.05323276657,4.20E-05,55,963
12 HOUR ROAD TRIP WITH MY BOYFRIEND😅 #shorts #college #travel #traveling #roadtrip #relationship,Katie Feeney,2023-12-05 19:28:59+00:00,22,23952429,963035,3016,0,PT57S,hd,FALSE,0.04033206652,0.04020615027,0.0001259162432,57,713
My most expensive Vietnam trip cost and itinerary #minivlog #ytshorts #vietnam,wittySpace,2024-12-16 15:57:43+00:00,22,26091824,908602,2033,0,PT1M,hd,FALSE,0.03490116157,0.03482324445,7.79E-05,60,336
What life in Afghanistan is like in 2023 #afghanistan #taliban #travelvlog #afghan,Chloe Jade Travels,2023-03-13 19:58:18+00:00,22,21728303,0,61444,0,PT1M,hd,FALSE,0.002827832306,0,0.002827832306,60,980
Desis Go to The Most EXPENSIVE Country | Switzerland,Slayy Point,2024-05-17 12:00:01+00:00,23,21162221,420414,9838,0,PT28M11S,hd,TRUE,0.02033113536,0.01986625034,0.0004648850201,1691,549
Flying First Class to Every Continent in 7 days,Trek Trendy,2023-11-22 20:30:05+00:00,19,20163801,169355,7879,0,PT45M25S,hd,FALSE,0.008789711385,0.008398961664,0.0003907497207,2725,726
"Capsule Hotel Day 2📍Starlodge Adventure Suites, Peru 🇵🇪 #hindi #vlog #travel",Priya and Sid,2025-03-06 08:10:44+00:00,26,28133815,822466,1167,0,PT1M23S,hd,FALSE,0.02927555224,0.02923407191,4.15E-05,83,257
#76 Returning back to KOCHI,therainbowgirl,2023-04-26 13:30:31+00:00,24,19698225,961443,865,0,PT50S,hd,FALSE,0.04885252103,0.04880860845,4.39E-05,50,936
Took my 8month daughter on her forst trek⛰️ #travel #babyblogger #travelvlog,Dr Ambika Dutt,2024-08-21 05:56:25+00:00,22,18985347,745124,2872,0,PT52S,hd,FALSE,0.03939859306,0.03924731851,0.0001512745513,52,454
I lived in the Luxurious tiny apartment of Hong Kong #ytshorts #hongkong #tinyhouse #travel,wittySpace,2025-08-28 16:17:01+00:00,22,28867787,638354,939,0,PT1M7S,hd,FALSE,0.02214554853,0.02211302092,3.25E-05,67,81
Place On Earth That Don't Feel Real #travel #explore #expectations #adventure #shorts,Green Cinematic,2025-01-11 01:30:34+00:00,22,22752407,294159,494,0,PT18S,hd,FALSE,0.01295040947,0.01292869748,2.17E-05,18,311
Things I Learned in The Philippines (Part 2)! #travel #travelvlog #philippines #filipino,Dude Abroad,2024-01-22 04:57:31+00:00,19,17026008,0,13173,0,PT56S,hd,FALSE,0.0007736986395,0,0.0007736986395,56,666
My life's Biggest Decision 🫣 ! #tanyakhanijowshorts #travel #travelshorts,Tanya Khanijow,2023-03-26 11:30:09+00:00,19,13765713,573837,3318,0,PT1M,hd,FALSE,0.0419269934,0.04168595977,0.0002410336289,60,967
What i Eat in a Day While Travelling #minivlog #shorts,Swara Singh,2024-09-18 07:22:29+00:00,26,17331741,679519,3190,0,PT1M,hd,FALSE,0.03939067406,0.0392066187,0.0001840553592,60,426
#381 My FIRST Nightout at Visakhapatnam,therainbowgirl,2024-02-26 14:35:43+00:00,24,14250732,520445,1110,0,PT1M,hd,FALSE,0.0365984683,0.03652057757,7.79E-05,60,630
And I would do it again 😍#explore #travel #travelblogger #travelvlog #morocco #relatable #vacation,Ayana Iman,2025-05-08 16:39:41+00:00,24,29791562,762391,3415,0,PT11S,hd,FALSE,0.02570546567,0.0255908359,0.0001146297695,11,193
₹200 wala 10 me😂 #minivlog #shorts,Traveler Ram,2023-07-07 03:00:16+00:00,22,13466702,746995,433,0,PT59S,hd,FALSE,0.05550192946,0.05546977608,3.22E-05,59,865
Jaipur To Mumbai Journey 🚂 #mariakhan #shorts @sadimkhan03 @mukeem03,Maria Khan,2025-05-25 04:30:01+00:00,22,21916963,464693,1410,0,PT1M,hd,FALSE,0.02126676852,0.02120243479,6.43E-05,60,177
I travelled 7 countries with only 50 thousand rupees  #ytshorts #minivlog #vlog,wittySpace,2025-06-30 14:56:12+00:00,22,19492072,599919,810,0,PT1M12S,hd,FALSE,0.03081914376,0.03077758841,4.16E-05,72,140
#09 Time to say Goodbye to the family | Back to Kerala🏝 #chuttidays,therainbowgirl,2023-01-02 13:15:49+00:00,24,12159389,660770,1163,0,PT58S,hd,FALSE,0.05443801046,0.05434236421,9.56E-05,58,1050
Comic con India ! #minitravelvlog #travelvideo #lucknowdairies #travelvlog #travel #tripvlog #vlog,Ravi Gupta Shorts,2023-12-10 05:35:28+00:00,23,13932097,422333,2434,0,PT1M1S,hd,FALSE,0.03048837296,0.03031366848,0.0001747044846,61,709
I found something very strange in Hong Kong #ytshorts #vlog #hongkong #china,wittySpace,2025-08-25 14:43:33+00:00,22,20523429,509228,831,0,PT1M2S,hd,FALSE,0.02485252221,0.02481203191,4.05E-05,62,84
#377 Journey to Jagannath Puri begins,therainbowgirl,2024-02-22 13:30:35+00:00,24,11446081,423280,1423,0,PT54S,hd,FALSE,0.03710466167,0.03698033965,0.0001243220169,54,634
#520 Reached back KOCHI | Train Journey ENDS,therainbowgirl,2024-07-27 13:30:23+00:00,24,10471672,328349,657,0,PT1M,hd,FALSE,0.03141866634,0.03135592565,6.27E-05,60,478
I traveled 4777 Kms for Fried Chicken!!😮😋,Cassius Clyde Pereira,2025-09-25 13:00:15+00:00,22,16683690,501485,3225,0,PT1M,hd,FALSE,0.0302516991,0.03005839655,0.0001933025492,60,53
Pahado ki shadi 💕😍 #love #daizyaizy #travel,Daizy Aizy Vlogs,2025-04-21 11:39:38+00:00,22,18040928,528127,649,0,PT41S,hd,FALSE,0.02930979885,0.02927382509,3.60E-05,41,210
"I entered the most restricted and sanctioned country in europe, Russia #minivlog #travel #ytshorts",wittySpace,2025-09-18 14:42:30+00:00,22,17758509,513021,1254,0,PT1M10S,hd,FALSE,0.02895935526,0.02888874123,7.06E-05,70,60
"Unboxing the $22,000 Emirates FIRST Class!",Dhruv Rathee Vlogs,2023-01-11 16:20:00+00:00,22,9473272,158788,5546,0,PT15M19S,hd,TRUE,0.01734711963,0.01676168311,0.0005854365223,919,1041
Banaras vlog. #minivlog #minitravelvlog #travelvideo #vlog #minitrip #travelvlog #food #tripvlog,Ravi Gupta Shorts,2024-01-30 08:50:10+00:00,23,11263666,484183,2584,0,PT1M1S,hd,FALSE,0.04321567745,0.04298626726,0.0002294101912,61,658
Charusheela going to Bangalore | Telugu mini vlogs | Travel vlogs | Telugu comedy vlogs | Tejaswi,TEJASWI ANUMOLE,2024-11-23 11:39:45+00:00,23,12047447,285946,606,0,PT1M,hd,FALSE,0.02378528631,0.0237349852,5.03E-05,60,359
50 Best Places to Visit in the USA - Travel Video,touropia,2023-11-22 18:05:02+00:00,19,9071996,51323,1895,0,PT56M50S,hd,FALSE,0.005866183598,0.005657299049,0.0002088845488,3410,726
How many flags can you count? #travel #travelamore #traveling #travelvlog #trending #2024 #recap,Aakanksha Monga,2024-12-24 12:51:10+00:00,19,12243110,295266,3444,0,PT14S,hd,FALSE,0.02439821055,0.0241169095,0.0002813010517,14,328
A Police Fine In Thailand #thailand #travel #vlog,Dean McGarry,2025-01-11 10:15:26+00:00,22,8809956,451715,6610,0,PT1M4S,hd,FALSE,0.05202352293,0.0512732355,0.0007502874305,64,311
Breakfast #miniblog #bengali #kolkata #youtubeshorts #viral #bongjuti #travel #foodblogger,The Bong Juti,2024-04-26 02:52:28+00:00,22,10899109,314198,1102,0,PT59S,hd,FALSE,0.02892896759,0.02882785842,0.0001011091731,59,571
UNSEEN WONDERS | Hidden Places Even Locals Can’t Believe Exist | Travel Video 4K,New Travel Insight,2025-04-10 11:27:27+00:00,19,8674561,21963,1282,0,PT1H11M2S,hd,FALSE,0.002679674201,0.00253188576,0.0001477884417,4262,221
Pakistan India border 😱😱⛰️ #mountainswiev #mountains #nature #travel #vlog #adventure,Towards_nature,2025-08-08 14:22:50+00:00,22,19417681,107340,267,0,PT8S,hd,FALSE,0.005541701631,0.005527951277,1.38E-05,8,101
Making a beat with a BABY! 😭🤣 #beatbox #musicproduction #loopstation,SungBeats,2024-08-02 17:58:36+00:00,10,369731024,3802072,22123,0,PT21S,hd,FALSE,0.01034318124,0.01028334585,5.98E-05,21,472
"Jax Jones - Instruction ft. Demi Lovato, Stefflon Don",JaxJonesVEVO,2017-08-02 15:00:02+00:00,10,177942162,1638800,30054,0,PT2M58S,hd,TRUE,0.00937863164,0.009209734064,0.000168897576,178,3029
"HOW CHARLIE PUTH PRODUCED ""LIGHT SWITCH"" #charlieputh  #musicproducer",HOW SONGS ARE PRODUCED,2024-11-18 21:10:32+00:00,10,61537555,1843010,5019,0,PT1M5S,hd,FALSE,0.03003091315,0.0299493532,8.16E-05,65,364
С молоду седею-Данико Юсупов-Toto Music Production,Toto Aydinyan,2020-12-18 16:00:11+00:00,10,24822493,104331,5936,0,PT5M46S,hd,FALSE,0.004442220834,0.004203082897,0.0002391379367,346,1795
making a song from scratch! “Let’s Play House” by Beachcrimes,Beachcrimes,2024-01-25 21:41:36+00:00,10,21243113,581811,2654,0,PT43S,hd,FALSE,0.02751315085,0.02738821625,0.0001249346023,43,662
"See Charlie Puth Break Down Emotional Hit Song, ""Attention""",Rolling Stone,2017-10-03 20:11:46+00:00,24,17356389,380304,9954,0,PT6M35S,hd,FALSE,0.02248497527,0.02191146892,0.000573506357,395,2967
Can autotune fix bad singing⁉️ ✅ #autotune #musicproducer #musicproduction 90 tutorial on WholeLoops,nashoverstreet,2025-01-28 23:54:28+00:00,10,17016244,694034,8328,0,PT1M21S,hd,FALSE,0.04127596893,0.04078655426,0.000489414674,81,293
"Students master DJing at The Audio Culture, guided by our amazing faculty! #dj  #music #producer",The Audio Culture Academy,2025-03-05 12:34:06+00:00,10,25928518,474279,332,0,PT54S,hd,FALSE,0.01830459349,0.01829178905,1.28E-05,54,257
YouTube chopping??? #flstudio #musicproduction #sampletypebeat,finley.mp3,2025-01-03 00:45:59+00:00,22,22210845,1045603,9399,0,PT11S,hd,FALSE,0.04749940637,0.04707623474,0.0004231716343,11,319
This is talent 🔥 #singing #hitsong #music #producer #lauv #studio #recording,MusiciangoodsTV,2025-06-10 15:06:43+00:00,27,26133059,902779,3799,0,PT20S,hd,FALSE,0.03469084753,0.03454547611,0.0001453714184,20,160
Dani Printul Banatului si Sorina Ceugea  - Poveste de strada ( Show Music Production ),Show Music Romania,2014-06-07 17:21:06+00:00,24,13011010,90012,1891,0,PT3M9S,hd,FALSE,0.007063478772,0.006918140335,0.0001453384368,189,4181
Origins of Famous PRODUCER Tags 🔊🔥,Music Media,2025-01-27 18:50:50+00:00,10,14619883,805114,2423,0,PT46S,hd,FALSE,0.05523552718,0.05506979399,0.0001657331891,46,294
Music Producer Reacts to Doom Eternal,Emma Young,2023-04-18 19:11:29+00:00,10,10383837,349122,5166,0,PT15S,hd,FALSE,0.03411917636,0.03362167245,0.0004975039094,15,944
Back in the days #musicproducer #flstudio #musicproduction,finley.mp3,2025-05-27 11:22:57+00:00,22,21098627,478174,3136,0,PT10S,hd,FALSE,0.02281238382,0.02266374856,0.0001486352572,10,174
"ဘုံဆိုင်လေးမှာအသည်းလေးကွဲနေတယ် '' အရှုံးသမားဖော်တဲ့ဆေး "" သားဂန်း _ Than Tun Aung Music Production ✔",Than Tun Aung (DJ Family),2025-01-25 03:49:30+00:00,10,9437944,52065,939,0,PT3M31S,hd,FALSE,0.005616053071,0.005516561073,9.95E-05,211,297
How Much Producers CHARGE for Beats 🤯💵,Music Media,2025-01-17 23:25:23+00:00,10,9785229,614805,1613,0,PT39S,hd,FALSE,0.06299473799,0.06282989771,0.0001648402746,39,304
This Is What Pure Talent Looks Like,Lutely,2025-06-23 20:35:12+00:00,10,14930043,306504,4436,0,PT45S,hd,FALSE,0.0208264624,0.02052934338,0.0002971190172,45,147
Music Producers Be Like…,Chung4Real,2024-12-03 21:02:12+00:00,24,10350649,449814,4584,0,PT20S,hd,FALSE,0.04390043137,0.04345756064,0.0004428707376,20,349
"How Charlie Puth Produced The Kid LAROI, Justin Bieber - ""STAY""",HOW SONGS ARE PRODUCED,2024-08-06 14:20:31+00:00,10,6973645,249474,753,0,PT38S,hd,FALSE,0.03588180415,0.0357738262,0.0001079779501,38,468
Why Timbaland is The Greatest Music Producer of All Time,Daniel Wall,2024-10-01 01:00:27+00:00,10,8252329,262874,1773,0,PT37S,hd,FALSE,0.03206936708,0.03185451866,0.0002148484125,37,413
Making a #1 Hit Song in 7 minutes?! 🤔☕ #sabrinacarpenter #espresso #music,Rick Reverie,2024-09-02 01:16:20+00:00,10,5851097,304865,2334,0,PT50S,hd,FALSE,0.0525027952,0.05210389571,0.0003988994886,50,442
Finally Cruise is yours! 🥹 #newmusic #cruise #ohmyroya #songwriting #musicproduction,ROYA,2024-07-07 14:41:29+00:00,22,7870799,201805,3475,0,PT56S,hd,FALSE,0.02608121157,0.02563970626,0.0004415053108,56,498
How Industry Music Producers Steal Your Melodies 🕵️‍♂️,Busy Works Beats,2022-11-02 18:52:09+00:00,10,5926823,310101,2695,0,PT28S,hd,TRUE,0.05277632675,0.05232161441,0.0004547123383,28,1111
Pharrell was TOO High to Produce Stevie Wonder 🤣,Drum Plant,2024-12-06 21:04:41+00:00,10,5808651,393931,1203,0,PT51S,hd,FALSE,0.06802507707,0.06781797222,0.0002071048498,51,346
I wish I knew these tips when I started,Jamjoo Beats,2024-09-19 20:56:25+00:00,27,6060770,429421,1832,0,PT40S,hd,FALSE,0.07115480852,0.07085253675,0.0003022717737,40,424
Pro Music Producer goes Undercover in a Beat Battle,Kyle Beats,2024-11-23 16:11:21+00:00,24,4944620,132326,6882,0,PT33M24S,hd,FALSE,0.02815342167,0.0267616062,0.00139181547,2004,359
fl studio ranked solo gameplay- diamond 2 division IV! #Reels #Music #flstudio,Servida Stream,2023-04-04 22:00:11+00:00,10,5053183,248258,2705,0,PT1M1S,hd,FALSE,0.04966433045,0.04912902439,0.0005353060565,61,958
"I Made A Song In 10 Minutes, 1 Hour, 100 Hours!",Alan Walker,2023-04-07 17:45:01+00:00,10,4395388,192806,4954,0,PT11M,hd,FALSE,0.04499260475,0.04386551452,0.00112709023,660,955
bro was COOKING with the hi hats 🔥🎩#producer #musicproducer  #flstudio #fyp #beat,ADRYNALYN,2025-11-09 20:37:18+00:00,22,7095580,209298,10117,0,PT1M,hd,FALSE,0.03092276728,0.02949695028,0.001425816998,60,8
The best PRODUCER TAG’s in hip-hop! How many do you know? 🤔,DJ Precise,2024-03-18 17:45:23+00:00,10,4257536,230319,4891,0,PT1M,hd,FALSE,0.05524555629,0.05409677003,0.001148786258,60,609
#Vidaamuyarchi theme making,Anirudh Ravichander,2024-11-29 16:19:20+00:00,1,5663039,211775,1432,0,PT29S,hd,FALSE,0.03764885998,0.03739599226,0.0002528677177,29,353
How Do People NOT Know This About Pop Music?,Rick Beato,2025-06-24 17:54:25+00:00,10,4029086,144209,23722,0,PT9M11S,hd,FALSE,0.04167966589,0.03579197967,0.005887686218,551,146
FINNEAS Explains How He Builds Songs For Billie Eilish | Critical Breakthroughs | Pitchfork,Pitchfork,2020-04-22 17:00:01+00:00,10,3952402,179676,3985,0,PT17M32S,hd,TRUE,0.04646818657,0.04545993918,0.001008247388,1052,2035
#Micheal #Jackson and #Diana #ross #moneondabeat #music #musica #musician #musicproduction #yt,MoneOnDaBeat,2025-07-31 22:00:47+00:00,10,7834271,201115,4981,0,PT40S,hd,FALSE,0.0263069753,0.02567117915,0.0006357961531,40,109
TRAVIS SCOTT COOKS UP A CRAZY BEAT IN HIS HOME STUDIO! 🤯🔥 #travisscott #producer,Sauceware,2024-02-20 17:30:06+00:00,10,4285152,280480,2992,0,PT1M,hd,FALSE,0.06615213039,0.06545390561,0.0006982247775,60,636
How Benny Blanco Made The Biggest Songs in The World,Daniel Wall,2025-03-16 18:00:16+00:00,10,3694754,138328,5860,0,PT1H20M54S,hd,FALSE,0.03902505038,0.03743901828,0.001586032091,4854,246
How Billie Eilish and FINNEAS Created Oscar-Winning 'What Was I Made For' | Vanity Fair,Vanity Fair,2023-12-07 13:30:01+00:00,24,3386024,131781,2766,0,PT18M35S,hd,TRUE,0.0397359736,0.03891908654,0.0008168870578,1115,711
music's most addictive rhythm,Synthet,2025-05-26 14:45:05+00:00,24,3331932,109009,1425,0,PT2M,hd,FALSE,0.03314412385,0.03271644418,0.0004276796682,120,175
Making Music with Apples                        #apple #music #audio,You Suck At Cooking,2024-08-15 17:34:19+00:00,26,3359740,183310,998,0,PT15S,hd,FALSE,0.05485780005,0.05456075334,0.0002970467069,15,459
Bring the Beat (Official Lyric Video) - Machel Montano ft. Tessanne Chin,Machel Montano,2016-07-08 12:15:27+00:00,10,3123293,22060,377,0,PT3M38S,hd,FALSE,0.007183761759,0.007063055863,0.0001207058958,218,3419
"Learn Music, Singing & Rhythm - Mr. Rob Compilation for Kids - Solfege, Rhythm, Colors, Notes",Prodigies Music Lessons,2017-05-08 18:13:43+00:00,27,3016946,10500,0,0,PT53M4S,hd,FALSE,0.003480339562,0.003480339562,0,3184,3115
Can autotune fix bad singing? ✅ #autotune #musicproduction #musicproducer,nashoverstreet,2025-01-21 12:21:25+00:00,10,3533684,218139,2385,0,PT1M,hd,FALSE,0.06240624164,0.06173130882,0.0006749328251,60,300
RIRIN D A - TOMBO KANGEN (OFFICIAL LIVE MUSIC VIDEO) | DC PRODUCTION,DC. PRODUCTION,2025-06-03 09:00:11+00:00,10,2944206,9725,1089,0,PT5M14S,hd,FALSE,0.00367297544,0.003303096555,0.0003698788842,314,168
"ဂီတာတီးပေါ့ကိုကိုရယ်  "" DJ REMIX "" Funky Night "" Than Tun Aung Music Production ✔",ᴅנ тнᴀɴ тuɴ ᴀuɴԍ oғғιcᴀʟ,2025-02-13 06:48:02+00:00,10,2826868,10670,145,0,PT4M13S,hd,FALSE,0.00382578747,0.003774493972,5.13E-05,253,278
every trick to EAR CANDY,Synthet,2025-03-13 16:00:31+00:00,24,2676921,133599,2015,0,PT8M25S,hd,FALSE,0.05066042268,0.04990769249,0.0007527301879,505,249
3 Levels Of Melodies - NOOB vs PRO vs GOD,Memphy,2021-12-01 12:22:33+00:00,10,2605023,98768,2687,0,PT8M33S,hd,FALSE,0.03894589839,0.03791442996,0.001031468424,513,1447
Beginner Vs. Expert Music Producer: Can You Hear The Difference?,Servida Music,2022-04-21 21:00:17+00:00,10,2491145,114123,3113,0,PT6M53S,hd,FALSE,0.04706107149,0.04581144582,0.001249625674,413,1306
HOW TO: Setup a Home Music Studio for Beginners (2025),Edward Smith,2022-02-01 16:00:21+00:00,10,2478492,78947,1549,0,PT12M54S,hd,TRUE,0.03247780002,0.03185282347,0.0006249765482,774,1385
"""what song is this again?"" Charlie Puth making Birds Of A Feather out of ""nothing""  | June 27, 2024",Charlie Puth Daily Updates,2024-06-28 05:27:28+00:00,22,2521296,176563,957,0,PT59S,hd,FALSE,0.07040820657,0.07002864002,0.0003795665485,59,508
BEGINNER HOME STUDIO SETUP (and why every musician needs one),Paul Davids,2021-05-14 12:50:45+00:00,26,2329156,86778,2288,0,PT13M38S,hd,FALSE,0.03823958625,0.0372572566,0.0009823296583,818,1648
Age of Apes ads review new level: Worms invade the body #games #gaming #gameape,AOA Review,2024-08-18 11:00:00+00:00,20,178011159,2090110,126,0,PT34S,hd,FALSE,0.01174216268,0.01174145486,7.08E-07,34,456
I HaTe GaMiNg!!.. So i ate My Setup 😡🎮 (Gaming ASMR),Spizee,2025-05-02 13:00:42+00:00,24,49647879,461415,7504,0,PT55S,hd,FALSE,0.009444894727,0.009293750307,0.0001511444195,55,199
Game Critics,videogamedunkey,2017-07-08 19:30:00+00:00,20,17460508,385229,17637,0,PT8M53S,hd,TRUE,0.02307298143,0.02206287342,0.00101010801,533,3054
Roblox BANNED These Games..,CaylusBlox,2024-08-07 20:39:35+00:00,20,19254138,328274,2569,0,PT38S,hd,FALSE,0.01718295479,0.01704952894,0.0001334258572,38,467
Age of Apes ads review new level: Ape Uprising Begins #gaming #games #funny,AOA Review,2025-03-01 09:00:22+00:00,20,18836406,252066,33,0,PT38S,hd,FALSE,0.01338360336,0.01338185143,1.75E-06,38,262
Top War Ads Review New Level 320 Update: Battle Game #games #gameplay #gaming,Game Ads,2025-04-25 08:00:21+00:00,20,17134811,89707,92,0,PT42S,hd,FALSE,0.005240734477,0.00523536529,5.37E-06,42,207
Age of Apes ads review new level: Ape Hero #games #gameape #gaming,AOA Review,2024-11-03 14:01:00+00:00,20,11350278,159304,27,0,PT31S,hd,FALSE,0.0140376285,0.01403524971,2.38E-06,31,379
Ranking ROBLOX Games…,Lana's Life,2024-09-17 00:42:30+00:00,20,8550937,294887,9402,0,PT24S,hd,FALSE,0.03558545273,0.03448592423,0.001099528496,24,427
Age of Apes ads review new level: Strategy or chaos? Age of Apes ads #gaming #funny #games,AOA Review,2025-03-06 05:00:35+00:00,20,10830670,117783,36,0,PT31S,hd,FALSE,0.01087827338,0.01087494948,3.32E-06,31,257
Red Dead Redemption 2 Review,IGN,2018-10-25 10:58:25+00:00,20,6691733,116567,13649,0,PT7M20S,hd,TRUE,0.01945923134,0.01741955075,0.002039680597,440,2580
Age of Apes ads review new level: Take over huge power #gaming #gameape #games,AOA Review,2024-11-09 11:00:20+00:00,20,6848158,142675,6,0,PT34S,hd,FALSE,0.02083494265,0.0208340665,8.76E-07,34,373
Elden Ring Review,IGN,2022-02-23 15:00:00+00:00,20,5597720,108144,6624,0,PT12M1S,hd,FALSE,0.02050262955,0.01931929083,0.001183338719,721,1363
Worst IGN Reviews Ever,penguinz0,2022-11-07 19:00:21+00:00,24,5409697,139117,7402,0,PT16M15S,hd,FALSE,0.02708450638,0.02571622298,0.001368283405,975,1106
Top War Ads review New Level 615 Update:gameplay #game #gaming #gameplay #popular #gamingapp #shorts,Danish Gamerz,2025-08-25 10:31:51+00:00,20,9386124,35500,23,0,PT33S,hd,FALSE,0.003784628907,0.003782178482,2.45E-06,33,84
